feature,coefficient,abs_coefficient
cat__obsm_1,-1.7700657582655366,1.7700657582655366
cat__catv_38,-1.760743006514019,1.760743006514019
cat__catv_35,1.4926241662930755,1.4926241662930755
cat__manv_22,-1.3767104223820787,1.3767104223820787
cat__obsm_4,1.3746463704515026,1.3746463704515026
cat__catu_3,1.35716496185016,1.35716496185016
cat__place_10,1.35716496185016,1.35716496185016
cat__catv_80,1.2264056880859573,1.2264056880859573
bin__ceinture,-1.11662040003207,1.11662040003207
cat__catv_50,1.0372883284628496,1.0372883284628496
cat__catv_21,-0.9979019166896985,0.9979019166896985
cat__agg_1.0,0.9456260330231295,0.9456260330231295
cat__catv_39,-0.941452487344702,0.941452487344702
cat__catv_2,0.9111064380812962,0.9111064380812962
cat__catu_1,-0.8858304523035033,0.8858304523035033
cat__infra_7.0,0.8543484586764134,0.8543484586764134
cat__place_1,0.7860222493223327,0.7860222493223327
cat__situ_5.0,-0.7804226266095311,0.7804226266095311
cat__obs_17,0.7732007493423281,0.7732007493423281
cat__catv_15,-0.7694999349947578,0.7694999349947578
cat__catv_13,-0.7666581714735964,0.7666581714735964
cat__manv_13,0.7665817797497113,0.7665817797497113
cat__manv_6,0.7639027142520027,0.7639027142520027
cat__catv_37,-0.7628334493932797,0.7628334493932797
cat__obs_0,-0.735701095638908,0.735701095638908
cat__obs_2,0.7285586371266379,0.7285586371266379
cat__catv_31,0.7272123962847579,0.7272123962847579
cat__catv_33,0.7257255420744169,0.7257255420744169
cat__obsm_9,-0.672750149654046,0.672750149654046
cat__catv_1,0.667028913234371,0.667028913234371
cat__manv_5,0.663004868988803,0.663004868988803
cat__catv_16,-0.642698722055963,0.642698722055963
cat__catv_20,-0.639565021979862,0.639565021979862
cat__catv_36,0.6394948676128626,0.6394948676128626
cat__obs_6,0.6363428640883558,0.6363428640883558
cat__catv_14,-0.6270771082594024,0.6270771082594024
cat__col_1.0,0.6221907487546925,0.6221907487546925
cat__manv_3,-0.6145300425663448,0.6145300425663448
cat__infra_1.0,-0.6041297598405894,0.6041297598405894
cat__int_7.0,-0.5900258166384755,0.5900258166384755
bin__gilet_reflechissant,-0.5898842509628622,0.5898842509628622
cat__catv_41,0.5768602151731517,0.5768602151731517
cat__col_4.0,-0.5743791519376784,0.5743791519376784
bin__dispositif_enfant,-0.564116145075494,0.564116145075494
cat__catv_42,-0.5116936114695081,0.5116936114695081
cat__catv_17,-0.5091493813391456,0.5091493813391456
cat__choc_6,-0.5060166001233342,0.5060166001233342
bin__autre,0.5021104461135807,0.5021104461135807
cat__obs_14,-0.4998308335514945,0.4998308335514945
cat__infra_4.0,0.4951325025366568,0.4951325025366568
cat__catv_10,-0.4510935698840686,0.4510935698840686
cat__manv_4,0.431621516016824,0.431621516016824
cat__manv_19,0.4273597880565817,0.4273597880565817
cat__choc_9,0.4183071563763235,0.4183071563763235
cat__catv_60,0.3906985395694325,0.3906985395694325
cat__choc_5,-0.38286239973307173,0.38286239973307173
cat__obsm_0,0.37698155872659567,0.37698155872659567
cat__motor_3,-0.36354882268734395,0.36354882268734395
cat__manv_25,-0.358357159361996,0.358357159361996
bin__non determinable,-0.35826269306157227,0.35826269306157227
cat__manv_15,-0.35729987005531955,0.35729987005531955
cat__surf_5.0,-0.3560683097322181,0.3560683097322181
cat__surf_4.0,0.3493865169242692,0.3493865169242692
cat__situ_2.0,0.34722279008630835,0.34722279008630835
num__age,0.3376230680344623,0.3376230680344623
cat__catv_40,-0.3357407885393236,0.3357407885393236
cat__place_8,-0.3352500956776076,0.3352500956776076
bin__aucun,0.33312463618987526,0.33312463618987526
cat__obs_1,-0.33309541441593987,0.33309541441593987
cat__catv_34,0.32508836687585885,0.32508836687585885
cat__catr_3.0,0.31873906231743165,0.31873906231743165
cat__manv_0,0.3166372948353061,0.3166372948353061
cat__manv_10,-0.3132134123266638,0.3132134123266638
cat__circ_1.0,-0.30382639385879223,0.30382639385879223
cat__obs_4,-0.3035195105683992,0.3035195105683992
cat__catr_1.0,-0.30196809062909813,0.30196809062909813
cat__obs_8,0.28205797319854237,0.28205797319854237
cat__manv_9,-0.27796775034834625,0.27796775034834625
cat__choc_4,-0.2776082053629274,0.2776082053629274
cat__place_5,-0.27066219056292645,0.27066219056292645
cat__int_5.0,-0.2697660560621726,0.2697660560621726
cat__situ_3.0,0.2642725517008769,0.2642725517008769
cat__manv_16,-0.2529659933531533,0.2529659933531533
cat__catv_99,0.25104056763851057,0.25104056763851057
cat__choc_1,0.24940688080318402,0.24940688080318402
cat__manv_17,0.2477756191085825,0.2477756191085825
cat__catv_0,0.24767005351459578,0.24767005351459578
cat__motor_6,0.2415959873782401,0.2415959873782401
cat__col_7.0,0.2390209775317739,0.2390209775317739
bin__casque,0.23777377982199283,0.23777377982199283
cat__situ_8.0,0.23521354231011812,0.23521354231011812
cat__motor_2,-0.23382965013477755,0.23382965013477755
cat__infra_6.0,-0.23026202355448683,0.23026202355448683
cat__atm_7.0,0.226587216026029,0.226587216026029
cat__catr_4.0,-0.22612453696513873,0.22612453696513873
cat__atm_2.0,-0.22195289047762962,0.22195289047762962
cat__catv_3,0.21997749554416765,0.21997749554416765
cat__atm_4.0,0.20857029660566037,0.20857029660566037
cat__manv_24,-0.20780403568437944,0.20780403568437944
bin__airbag,0.20619458078209546,0.20619458078209546
cat__col_6.0,0.20515695592104902,0.20515695592104902
cat__manv_20,-0.20411930885563467,0.20411930885563467
cat__obs_15,0.20029304237563317,0.20029304237563317
cat__surf_3.0,0.19938358446842885,0.19938358446842885
cat__surf_8.0,-0.1991277067235033,0.1991277067235033
cat__surf_6.0,-0.19562908350399755,0.19562908350399755
cat__situ_6.0,-0.19229932849655615,0.19229932849655615
cat__obs_7,0.1907912552089899,0.1907912552089899
cat__infra_5.0,0.18984739670815537,0.18984739670815537
cat__obs_16,-0.18674028932419398,0.18674028932419398
cat__manv_14,0.1829232645647104,0.1829232645647104
cat__catv_32,0.1806050292462535,0.1806050292462535
cat__obs_10,0.17936827760815605,0.17936827760815605
cat__col_2.0,-0.1757295715848482,0.1757295715848482
bin__gants,-0.1747917766232334,0.1747917766232334
cat__atm_9.0,0.17265731327575326,0.17265731327575326
cat__lum_4.0,0.16958663045171452,0.16958663045171452
cat__obsm_2,0.16915222802737614,0.16915222802737614
cat__manv_23,-0.16429878825425412,0.16429878825425412
cat__catv_7,-0.16352677265877938,0.16352677265877938
cat__prof_4.0,0.15878277303255364,0.15878277303255364
cat__lum_1.0,-0.15873149411509885,0.15873149411509885
cat__catr_6.0,-0.15804461180582266,0.15804461180582266
cat__infra_8.0,0.1572909892061304,0.1572909892061304
cat__circ_2.0,0.15699300151119908,0.15699300151119908
cat__situ_4.0,0.15581610611397337,0.15581610611397337
cat__lum_3.0,0.15489514625836237,0.15489514625836237
cat__prof_3.0,0.15462451756591888,0.15462451756591888
cat__manv_1,0.15397273240919737,0.15397273240919737
cat__manv_8,0.15181417527753213,0.15181417527753213
num__lat,-0.15053825312368121,0.15053825312368121
cat__atm_6.0,0.15007844820635635,0.15007844820635635
cat__catv_30,0.1490707295026066,0.1490707295026066
cat__situ_1.0,-0.14699602848651533,0.14699602848651533
cat__obs_12,-0.1325588709699755,0.1325588709699755
cat__int_6.0,-0.1320904753748402,0.1320904753748402
cat__vosp_0.0,0.12644111120764753,0.12644111120764753
cat__manv_26,0.12194712056038613,0.12194712056038613
cat__senc_0,0.12062938721871884,0.12062938721871884
cat__surf_7.0,0.11876064244333298,0.11876064244333298
cat__atm_3.0,-0.11222216084794684,0.11222216084794684
cat__vosp_1.0,-0.10858281252905885,0.10858281252905885
cat__motor_1,0.10752891810675846,0.10752891810675846
cat__senc_3,0.10541205106497252,0.10541205106497252
cat__manv_12,-0.10286999936584151,0.10286999936584151
cat__infra_9.0,0.10121370999716472,0.10121370999716472
cat__infra_2.0,-0.09696622681270584,0.09696622681270584
cat__motor_5,0.09671449156586294,0.09671449156586294
cat__manv_21,-0.09214576379401844,0.09214576379401844
cat__catr_7.0,0.09186638591116836,0.09186638591116836
cat__place_4,-0.08777198950831958,0.08777198950831958
cat__atm_1.0,-0.08589020329843099,0.08589020329843099
cat__surf_9.0,-0.08262425637207874,0.08262425637207874
cat__lum_5.0,-0.0816201116195189,0.0816201116195189
cat__obsm_6,0.07373350631264149,0.07373350631264149
cat__vosp_3.0,0.07278511620643623,0.07278511620643623
cat__place_7,0.06649469698011787,0.06649469698011787
cat__infra_3.0,-0.06591585780839916,0.06591585780839916
cat__choc_2,-0.06342668143599221,0.06342668143599221
cat__col_3.0,-0.0628345793840137,0.0628345793840137
cat__obs_11,-0.05972309112431188,0.05972309112431188
num__hour_cos,0.05882271627084635,0.05882271627084635
cat__plan_4.0,-0.0556573811878915,0.0556573811878915
num__hour_sin,0.055299571480287364,0.055299571480287364
cat__obs_5,0.05336637803865708,0.05336637803865708
cat__plan_3.0,0.05266865499202745,0.05266865499202745
cat__place_3,-0.05006327755437431,0.05006327755437431
bin__is_weekend,-0.050036665928079115,0.050036665928079115
cat__plan_2.0,0.04728186387265478,0.04728186387265478
cat__place_2,0.043536873624200785,0.043536873624200785
cat__obs_3,0.043058710630868295,0.043058710630868295
cat__obsm_5,-0.04210612597094521,0.04210612597094521
cat__motor_4,-0.04195546116905818,0.04195546116905818
cat__choc_7,0.04127123873905454,0.04127123873905454
cat__obs_9,-0.04055256158254691,0.04055256158254691
cat__place_9,0.040533010925803144,0.040533010925803144
cat__catr_2.0,0.03908580149970347,0.03908580149970347
cat__choc_8,0.03741093271436426,0.03741093271436426
cat__surf_2.0,0.034081786404137844,0.034081786404137844
cat__atm_8.0,-0.03171809361987287,0.03171809361987287
cat__int_1.0,0.028417427336435132,0.028417427336435132
cat__int_8.0,0.026936584957574148,0.026936584957574148
cat__int_3.0,-0.02544613970322824,0.02544613970322824
num__day_cos,-0.02468263322311144,0.02468263322311144
cat__catv_43,-0.023091532062718766,0.023091532062718766
num__weekday_sin,-0.02236728331993387,0.02236728331993387
cat__senc_1,-0.022015563628930774,0.022015563628930774
cat__manv_2,0.021531542915483697,0.021531542915483697
cat__circ_4.0,0.019476394008386622,0.019476394008386622
cat__motor_0,0.016049064451771844,0.016049064451771844
cat__surf_1.0,0.015086529543114284,0.015086529543114284
cat__manv_18,0.014928435244718766,0.014928435244718766
cat__manv_11,-0.014825625258275639,0.014825625258275639
cat__prof_2.0,-0.012556978736849248,0.012556978736849248
num__month_cos,0.01124767572850186,0.01124767572850186
num__long,-0.009871472111906632,0.009871472111906632
cat__catr_5.0,0.008587411383386501,0.008587411383386501
num__day_sin,-0.00853006057241289,0.00853006057241289
num__month_sin,0.0065795464121262675,0.0065795464121262675
cat__sexe_2,0.004960098384432352,0.004960098384432352
cat__int_9.0,0.0048882263548844,0.0048882263548844
num__weekday_cos,0.0023095770609404187,0.0023095770609404187
cat__int_2.0,0.002212536011411831,0.002212536011411831
cat__choc_3,0.0006278054509298223,0.0006278054509298223
cat__choc_0,2.6504731302921925e-07,2.6504731302921925e-07
cat__catr_9.0,2.613085393303845e-07,2.613085393303845e-07
cat__agg_2.0,2.479413944714559e-07,2.479413944714559e-07
cat__plan_1.0,1.9087558297033721e-07,1.9087558297033721e-07
cat__prof_1.0,1.9086769527568867e-07,1.9086769527568867e-07
cat__sexe_1,-9.516473398887128e-08,9.516473398887128e-08
cat__infra_0.0,-4.592059348886964e-08,4.592059348886964e-08
cat__circ_3.0,-1.0329394000678545e-08,1.0329394000678545e-08
cat__senc_2,-1.030157931697204e-08,1.030157931697204e-08
cat__catu_2,-1.2872028562387678e-09,1.2872028562387678e-09
cat__lum_2.0,0.0,0.0
cat__manv_7,0.0,0.0
cat__int_4.0,0.0,0.0
cat__atm_5.0,0.0,0.0
cat__obs_13,0.0,0.0
cat__col_5.0,0.0,0.0
cat__vosp_2.0,0.0,0.0
cat__place_6,0.0,0.0
