feature,importance
bin__ceinture,0.23428190490058964
num__lat,0.1027039204976342
cat__obs_0,0.09025273956315906
cat__col_1.0,0.056546921928521156
cat__catr_3.0,0.0556967286619607
cat__obsm_0,0.05406192296043266
cat__agg_1.0,0.05206129233997298
cat__agg_2.0,0.04683416742936689
num__age,0.03434294231313852
cat__circ_2.0,0.02708223680504627
num__long,0.024445334393584133
bin__non determinable,0.02388490370700676
cat__situ_1.0,0.021364198898358944
bin__casque,0.014015799958481212
cat__obsm_1,0.012978627497159615
bin__aucun,0.011049018589242603
cat__place_10,0.011015794340887047
cat__manv_13,0.009313106355741617
cat__catv_33,0.008696543383883091
cat__choc_1,0.0069653856649948475
cat__catr_1.0,0.006807717236390941
cat__catu_3,0.006331763433693916
cat__circ_1.0,0.005799612101850801
cat__catr_4.0,0.00564716808060657
cat__col_4.0,0.0044734191273943565
cat__lum_3.0,0.004198561305466717
num__hour_cos,0.0041690863596845805
cat__catu_1,0.0036500581040983756
cat__choc_4,0.0035032989143357306
cat__manv_15,0.0033624582785892585
cat__col_2.0,0.0030489471100432273
cat__catv_7,0.0027534605214504584
bin__dispositif_enfant,0.002740994551939733
cat__catv_38,0.002740583589099007
cat__obsm_2,0.002620481184564007
cat__choc_6,0.0021045961132970027
cat__catv_1,0.0021003273645553255
cat__obs_2,0.0020849719672777415
cat__catr_2.0,0.001925960634477746
cat__lum_1.0,0.0018470182225242614
cat__place_1,0.0018144430590753674
cat__obs_1,0.0017834343244342438
cat__manv_5,0.0015164544731376746
cat__col_7.0,0.0013999090903810212
cat__choc_9,0.0011685310254240884
cat__obs_6,0.0010693043705640632
num__hour_sin,0.0010445044509513194
cat__col_6.0,0.001031017979135818
cat__obsm_9,0.0009649074119444915
cat__catv_30,0.0009517492844115776
cat__catv_37,0.0009092501695225894
cat__vosp_0.0,0.0008766503271725746
cat__catv_10,0.0008456482057028136
cat__catv_15,0.0008337525898825287
cat__catu_2,0.0008335344993686035
cat__manv_0,0.0007559694605890105
cat__manv_2,0.0006767093278214536
cat__col_5.0,0.0006597333756264606
cat__catv_21,0.0006359865061693703
cat__manv_9,0.0005845052624292056
cat__sexe_1,0.0005363390538756131
cat__catv_31,0.0005206482824321947
cat__plan_1.0,0.0004972642388963206
cat__sexe_2,0.00047430257820735424
cat__choc_5,0.00046967812166739237
cat__manv_16,0.0004528498914476537
cat__int_6.0,0.00042924061837638634
cat__catv_2,0.0004064729791299387
cat__situ_5.0,0.0003912404031641234
cat__choc_7,0.0003804779551522908
bin__autre,0.00037734311225217314
cat__obsm_4,0.0003665441630956998
cat__senc_3,0.00036154798790998297
cat__choc_8,0.00032515262621032653
cat__manv_19,0.0003012228308152965
cat__senc_0,0.00025501352415077834
cat__infra_4.0,0.00023950392582539038
cat__circ_3.0,0.0001981284466682951
cat__catv_14,0.00019430428898759242
cat__manv_3,0.00018587218521668434
