feature,coefficient,abs_coefficient
cat__catv_38,-1.8031001696788653,1.8031001696788653
cat__obsm_1,-1.7408382303031027,1.7408382303031027
cat__manv_22,-1.4475656230611342,1.4475656230611342
cat__catu_3,1.3757574083573196,1.3757574083573196
cat__place_10,1.3757574083573196,1.3757574083573196
cat__catv_35,1.1743902877090875,1.1743902877090875
cat__obsm_4,1.1527537122693492,1.1527537122693492
cat__catv_80,1.1299062600522924,1.1299062600522924
bin__ceinture,-1.1297453188898576,1.1297453188898576
cat__catv_21,-0.9739140769483866,0.9739140769483866
cat__infra_7.0,0.9640293967084049,0.9640293967084049
cat__agg_1.0,0.9364986789921065,0.9364986789921065
cat__catv_50,0.929736189077211,0.929736189077211
cat__catv_2,0.9062206203825702,0.9062206203825702
cat__catu_1,-0.8630135712242779,0.8630135712242779
cat__manv_6,0.8570042504697872,0.8570042504697872
cat__catv_16,-0.8455490762906699,0.8455490762906699
cat__catv_37,-0.8438964878382529,0.8438964878382529
cat__catv_15,-0.8404151702111436,0.8404151702111436
cat__catv_39,-0.8320365463292854,0.8320365463292854
cat__place_1,0.7978368718456627,0.7978368718456627
cat__situ_5.0,-0.7919918508745988,0.7919918508745988
cat__manv_13,0.7638729919920894,0.7638729919920894
cat__obs_0,-0.751900441773712,0.751900441773712
cat__catv_36,0.7378567509389032,0.7378567509389032
cat__manv_5,0.7250403062350851,0.7250403062350851
cat__obs_17,0.7120371792451964,0.7120371792451964
cat__catv_33,0.7116520953973047,0.7116520953973047
cat__catv_13,-0.7089421575435134,0.7089421575435134
cat__catv_31,0.6991147094836868,0.6991147094836868
cat__catv_1,0.6946424575637774,0.6946424575637774
cat__obs_2,0.6877431271923634,0.6877431271923634
cat__catv_41,0.6667611979547334,0.6667611979547334
cat__obs_6,0.6602963813735669,0.6602963813735669
cat__col_1.0,0.6079661483089147,0.6079661483089147
cat__obsm_9,-0.6035250743354396,0.6035250743354396
bin__gilet_reflechissant,-0.5961371274830969,0.5961371274830969
cat__manv_3,-0.5949420905274835,0.5949420905274835
cat__col_4.0,-0.5911044675125261,0.5911044675125261
cat__catv_20,-0.5719129241103194,0.5719129241103194
bin__dispositif_enfant,-0.5681411696553968,0.5681411696553968
cat__catv_14,-0.5672190358227671,0.5672190358227671
cat__infra_1.0,-0.5540936126499013,0.5540936126499013
cat__catv_17,-0.5515537321461685,0.5515537321461685
bin__autre,0.5457172889399723,0.5457172889399723
cat__int_7.0,-0.5312334746663051,0.5312334746663051
cat__catv_42,-0.5283869455865763,0.5283869455865763
cat__choc_6,-0.49607006555074806,0.49607006555074806
cat__catv_10,-0.4644584431846307,0.4644584431846307
cat__obs_14,-0.45540267423118963,0.45540267423118963
cat__choc_9,0.42312485689356816,0.42312485689356816
cat__manv_19,0.42307310130779896,0.42307310130779896
cat__obsm_0,0.41459463780404576,0.41459463780404576
cat__catv_40,-0.40842355540962316,0.40842355540962316
cat__infra_4.0,0.403871738870197,0.403871738870197
cat__surf_5.0,-0.3953637170576025,0.3953637170576025
cat__catv_60,0.3928054590093949,0.3928054590093949
cat__manv_4,0.3807365816504754,0.3807365816504754
bin__non determinable,-0.36799151751778625,0.36799151751778625
cat__catr_3.0,0.3539021540946713,0.3539021540946713
cat__manv_15,-0.34380415757340643,0.34380415757340643
cat__obs_1,-0.3425398759113599,0.3425398759113599
num__age,0.34012457735201207,0.34012457735201207
cat__manv_0,0.3376759595493384,0.3376759595493384
bin__aucun,0.33573312056931215,0.33573312056931215
cat__choc_5,-0.33301425728862344,0.33301425728862344
cat__motor_3,-0.32969020312786185,0.32969020312786185
cat__catv_34,0.32153739484464977,0.32153739484464977
cat__circ_1.0,-0.3195808535098743,0.3195808535098743
cat__situ_2.0,0.307491379089372,0.307491379089372
cat__catv_0,0.3069902918182943,0.3069902918182943
cat__obs_4,-0.2891552610610515,0.2891552610610515
cat__manv_25,-0.28622653224089334,0.28622653224089334
cat__catr_1.0,-0.2849571240946874,0.2849571240946874
cat__motor_2,-0.2832072932436863,0.2832072932436863
cat__situ_3.0,0.28034017918453935,0.28034017918453935
cat__choc_4,-0.2750962337044059,0.2750962337044059
cat__motor_6,0.2736249235577135,0.2736249235577135
cat__manv_17,0.27083855751803343,0.27083855751803343
cat__atm_2.0,-0.2601338590566783,0.2601338590566783
bin__casque,0.25949014273329607,0.25949014273329607
cat__manv_9,-0.2559875120034461,0.2559875120034461
cat__catv_3,0.25067777182835904,0.25067777182835904
cat__infra_6.0,-0.24212413694951584,0.24212413694951584
cat__manv_8,0.24125570325651235,0.24125570325651235
cat__choc_1,0.24111100342300418,0.24111100342300418
cat__manv_16,-0.23876580358427668,0.23876580358427668
cat__obs_16,-0.2385830433102414,0.2385830433102414
cat__int_5.0,-0.22470067698255689,0.22470067698255689
bin__airbag,0.22439729531916566,0.22439729531916566
cat__situ_8.0,0.22322315907837792,0.22322315907837792
cat__place_5,-0.22233065722920523,0.22233065722920523
cat__manv_10,-0.21227886602278126,0.21227886602278126
cat__manv_14,0.20914144914938773,0.20914144914938773
cat__catr_4.0,-0.2034649328079792,0.2034649328079792
cat__obs_8,0.2009092590879018,0.2009092590879018
bin__gants,-0.20011871056379568,0.20011871056379568
cat__col_2.0,-0.1993239838163341,0.1993239838163341
cat__infra_5.0,0.19870933642070693,0.19870933642070693
cat__col_7.0,0.19586101177967724,0.19586101177967724
cat__surf_8.0,-0.1951604866286,0.1951604866286
cat__obsm_2,0.19253731807457436,0.19253731807457436
cat__manv_20,-0.18966997078001896,0.18966997078001896
cat__atm_6.0,0.18521135593745555,0.18521135593745555
cat__situ_6.0,-0.18388400752226222,0.18388400752226222
cat__catv_7,-0.17288272262319504,0.17288272262319504
cat__catr_6.0,-0.17247103736276975,0.17247103736276975
cat__col_6.0,0.17014434470914702,0.17014434470914702
cat__catv_30,0.16951340377719054,0.16951340377719054
cat__manv_23,-0.16761542904088955,0.16761542904088955
cat__obs_15,0.1662448650581356,0.1662448650581356
cat__obs_12,-0.16527481865504226,0.16527481865504226
cat__manv_1,0.1636156365867843,0.1636156365867843
cat__place_8,-0.1608781048780171,0.1608781048780171
cat__catv_32,0.15931478935962187,0.15931478935962187
cat__manv_24,-0.1572604380805529,0.1572604380805529
num__lat,-0.1553121563019099,0.1553121563019099
