feature,importance
num__lat,0.06047630049440253
num__long,0.05072884108904013
num__age,0.05002828147430706
bin__ceinture,0.04456782312514248
num__day_sin,0.0342045731689167
num__day_cos,0.033897729926306824
num__hour_sin,0.024232380242309445
num__hour_cos,0.024202756966697048
bin__casque,0.019898560134945276
cat__agg_1.0,0.019640542821690275
cat__catr_3.0,0.018591280072151304
num__weekday_sin,0.018493029796609262
num__month_sin,0.017851530211406258
num__month_cos,0.01762234938893204
cat__agg_2.0,0.01706454560220968
cat__obs_0,0.01644764502865191
cat__obsm_0,0.015115103687868496
num__weekday_cos,0.013850306688345202
cat__catv_7,0.012609651745203874
bin__aucun,0.011262276622057914
cat__circ_2.0,0.010888757215071718
cat__obsm_2,0.010530720481737558
cat__catv_33,0.00990002007772832
cat__col_1.0,0.009878232827743888
cat__catr_4.0,0.009802198759742586
cat__situ_1.0,0.008921843517594466
cat__choc_1,0.008895281387807255
cat__situ_3.0,0.00884588235068945
bin__gants,0.008023625490606711
cat__senc_1,0.007176756163142815
cat__obsm_1,0.00711938527523845
cat__manv_1,0.007088136361397785
cat__catu_3,0.0070396138817532825
bin__non determinable,0.006977935210001455
cat__int_1.0,0.0069660932601604345
cat__senc_2,0.006912904249940659
cat__circ_1.0,0.006912363151303862
cat__col_3.0,0.006533034521715076
cat__place_10,0.006469746104928243
cat__sexe_2,0.006460218990804539
cat__sexe_1,0.006376154981132881
cat__catu_1,0.0061517626353996295
cat__col_6.0,0.006094476331569588
cat__place_1,0.006004053094273064
cat__plan_1.0,0.005832006556382416
cat__manv_13,0.005679278134915529
cat__col_2.0,0.005613734339012227
bin__is_weekend,0.005472770369142697
cat__lum_1.0,0.0054690195399516904
cat__prof_1.0,0.004980146479226092
cat__motor_1,0.004849143189291278
cat__choc_4,0.004842385565507793
cat__col_7.0,0.0047438081154461895
cat__atm_1.0,0.004675906332059507
cat__choc_3,0.0046269261999148025
cat__senc_3,0.004602159718118518
cat__prof_2.0,0.0045613501842949435
cat__catr_1.0,0.004537717490834062
cat__place_2,0.004451635040658286
cat__infra_0.0,0.004440492307184458
cat__choc_2,0.004438271819424797
cat__lum_3.0,0.004316158379488682
cat__surf_1.0,0.004296807526252552
cat__col_4.0,0.004279604193458722
cat__manv_15,0.004217837998563337
cat__catu_2,0.0041698845685791165
cat__surf_2.0,0.0041480373357770835
cat__int_2.0,0.004118495094521771
cat__manv_2,0.00405730140532433
cat__int_3.0,0.003980746823998654
cat__circ_3.0,0.0037689620848949594
cat__lum_5.0,0.003760938064053847
cat__vosp_0.0,0.003529722673998521
cat__catv_2,0.0035162313896106604
cat__obs_2,0.003432506365728979
cat__choc_8,0.0034200816838084232
cat__catv_10,0.003370840749143101
cat__atm_2.0,0.0033540004059338362
cat__plan_3.0,0.0033476407696471882
cat__plan_2.0,0.003274566526357289
cat__manv_0,0.003074008282360539
cat__catv_1,0.0030567604595124753
cat__senc_0,0.003051662918778599
cat__choc_7,0.003014209186541427
cat__lum_2.0,0.002926915592785938
cat__motor_5,0.002787573097701124
cat__motor_0,0.00271857805121021
cat__infra_5.0,0.0026008641218142198
cat__col_5.0,0.002578047993773908
cat__choc_0,0.002532447919548078
cat__manv_17,0.002382556477360228
cat__catr_2.0,0.0023506992435127013
cat__atm_8.0,0.0023028234851434713
cat__int_6.0,0.0020935863362945796
cat__choc_6,0.0020782583625558932
cat__int_9.0,0.002068240903420655
cat__manv_26,0.0020115528035297603
cat__obs_6,0.001955494160047942
cat__catv_30,0.0018973914963611872
cat__motor_3,0.0018840386803185413
bin__autre,0.001864632359777015
cat__vosp_1.0,0.0018535193935591027
cat__manv_19,0.001837112206426136
cat__obs_13,0.0018184264164554265
cat__infra_9.0,0.0017268786563535868
cat__situ_8.0,0.0017022965785160398
cat__catr_7.0,0.0016712553703979714
cat__manv_5,0.0016547934175194998
cat__catv_31,0.0016246267594769398
cat__manv_9,0.0015410218674519513
cat__vosp_3.0,0.0015366240544608695
cat__obs_1,0.0015221136931099339
cat__int_4.0,0.0015111419700786159
cat__choc_9,0.0015063080344218244
cat__manv_21,0.0014861451515601903
cat__manv_16,0.0014685815262708755
cat__atm_3.0,0.0014628810192271707
cat__catv_32,0.0014461694645306802
cat__choc_5,0.0013891049502719574
cat__atm_7.0,0.0013782738846774229
cat__manv_14,0.0013748270162025336
cat__vosp_2.0,0.0013523096966344703
bin__airbag,0.0013154575573102608
cat__place_3,0.0013047080945749474
cat__place_9,0.00129985667085249
cat__prof_3.0,0.0012986191515106432
cat__obs_3,0.001267648989955716
cat__manv_23,0.0012552667659911127
cat__place_4,0.0012269641205539053
cat__place_7,0.0012203291080147532
cat__infra_2.0,0.0011804162039057576
cat__obs_8,0.0011268207690733497
cat__motor_2,0.0011243554908846635
cat__prof_4.0,0.0010978435308351623
cat__catv_50,0.001092926602637927
cat__plan_4.0,0.0010757025109134496
cat__situ_5.0,0.001019672877058208
cat__obs_4,0.000985362106877483
cat__situ_4.0,0.0009716005416958834
cat__obsm_9,0.000921356243999944
cat__manv_3,0.0009166434467114192
cat__catv_34,0.0009052282160639256
cat__catv_37,0.0008899341203703883
cat__catv_3,0.0008798763085969167
cat__catv_15,0.000804523033363358
cat__lum_4.0,0.0008014340678330577
cat__infra_3.0,0.0007984634867073155
cat__catv_38,0.0007921177534480914
cat__atm_5.0,0.0007423801387386157
cat__infra_8.0,0.0007085886598821023
bin__dispositif_enfant,0.0006952280689004084
cat__infra_1.0,0.0006629374853112577
cat__obs_12,0.0006522314256942525
cat__catv_14,0.0006372196416767033
cat__situ_6.0,0.0006286903656048422
cat__obs_14,0.0006268481586155856
bin__gilet_reflechissant,0.0006224949044051248
cat__motor_6,0.0006213501825927445
cat__obs_15,0.0006103763727658647
cat__place_8,0.0006039936339181233
cat__manv_11,0.0005990257541334188
cat__catv_80,0.0005487843740109685
cat__place_5,0.000532874294416455
cat__situ_2.0,0.0005265652904972156
cat__catv_43,0.000523581771927314
cat__obs_9,0.0005217107506552541
cat__int_7.0,0.000516858831318326
cat__atm_9.0,0.0005130841235572023
cat__infra_6.0,0.0005114237816691414
cat__catv_21,0.0005085901018473934
cat__manv_12,0.0005065935511565184
cat__manv_18,0.0004765233483861577
cat__surf_7.0,0.00045805303345127293
cat__int_5.0,0.00045284370737990723
cat__obs_16,0.00044570676089686204
cat__circ_4.0,0.0004418291989253299
cat__catv_99,0.0004394975160713957
cat__catv_17,0.0004337697017639583
cat__obs_7,0.0004126491997923575
cat__surf_9.0,0.0004056624221517999
cat__atm_6.0,0.00039852776354205974
cat__atm_4.0,0.0003901685816794467
cat__manv_10,0.0003633082074920729
cat__manv_6,0.0003243805928068327
cat__manv_20,0.0003082024537537711
cat__manv_24,0.0003026799741526987
cat__infra_4.0,0.0003025587208022274
cat__catv_13,0.00029194623582422713
cat__catr_9.0,0.00028736693057670944
cat__catr_6.0,0.0002830136748015729
cat__manv_4,0.0002702377279843176
cat__catv_36,0.0002669883068183662
cat__int_8.0,0.00026307413483699684
cat__obs_5,0.00024409375767911037
cat__manv_25,0.00023192877223686623
cat__obsm_6,0.0002284537786258075
cat__manv_7,0.00022222238953476637
cat__obs_11,0.00021384966275055778
cat__place_6,0.00021167129487564446
cat__surf_5.0,0.00019217608075811768
cat__obsm_4,0.0001899102581224397
cat__catv_60,0.00018235341102050003
cat__surf_3.0,0.0001793519104628178
cat__obs_10,0.00017664685161900907
cat__surf_8.0,0.000165144483071323
cat__obsm_5,0.00016335355924032864
cat__catv_0,0.0001520891827511119
cat__obs_17,0.00013408097017608678
cat__catv_20,0.00011338381428487962
cat__catv_40,0.0001018175006657732
cat__surf_6.0,8.770386386858758e-05
cat__infra_7.0,8.405129313940993e-05
cat__motor_4,6.977999341051823e-05
cat__catv_39,6.217650437853665e-05
cat__catr_5.0,5.6696628254255274e-05
cat__manv_8,5.665304462842288e-05
cat__manv_22,5.53769600068188e-05
cat__surf_4.0,5.310585013613401e-05
cat__catv_35,4.738285519957882e-05
cat__catv_41,3.1448211979137546e-05
cat__catv_42,2.6493386265212458e-05
cat__catv_16,2.6483014797522003e-05
